class,generic,english,names
P,廖,"name of an ancient state",53
P,匠,"craftsman",53
P,必,"surely",53
P,裕,"abundant",52
P,芳,"fragrant",52
P,蔡,"species of tortoise",52
P,碧,"jade",52
P,娘,"young girl",52
P,理,"reason",52
P,局,"bureau",52
P,补,"mend",52
P,革,"leather",52
P,娜,"elegant",51
P,伏,"crouch",51
P,梓,"Chinese catalpa",51
P,也,"also",51
P,垱,"a dike used to divert water in a rice paddy or field",51
P,坭,"mud",51
P,冷,"cold",51
P,苦,"bitter",51
P,後,"behind",51
P,扬,"scatter",50
P,魏,"kingdom of Wei",50
P,党,"political party",50
P,楞,"used for Ceylon in Buddhist texts",50
P,茅,"reeds",50
P,育,"produce",50
P,船,"boat",50
P,回,"return",50
P,练,"practice",50
P,霍,"quickly",49
P,哥,"elder brother",49
P,现,"appear",49
P,圣,"holy",49
P,游,"swim",49
P,双,"pair",49
P,容,"looks",49
P,蕉,"banana",49
P,志,"purpose",49
P,史,"history",49
P,柄,"authority",49
P,辽,"distant",49
P,显,"manifest",49
P,磜,"",49
P,莎,"kind of sedge grass",48
P,摩,"rub",48
P,汗,"sweat",48
P,梧,"Chinese parasol tree",48
P,政,"government",48
P,圃,"garden",48
P,跃,"skip",48
P,佳,"good",48
P,汀,"sandbar",48
P,见,"see",48
P,罕,"rare",48
P,館,"accommodation",48
P,模,"model",47
P,榄,"olive",47
P,首,"head",47
P,嶂,"cliff",47
P,仰,"raise the head to look",47
P,浩,"great",47
P,条,"strip",47
P,荷,"lotus",47
P,砭,"stone probe",47
P,凡,"all",46
P,乔,"tall",46
P,魯,"excellent",46
P,菜,"vegetables",46
P,座,"throne",46
P,陀,"steep bank",46
P,种,"seed",46
P,帽,"hat",46
P,腾,"fly",46
P,杭,"cross stream",46
P,撒,"release",46
P,努,"exert",45
P,奎,"stride of man",45
P,麓,"foothill",45
P,勤,"industrious",45
P,禾,"grain still on stalk",45
P,拱,"fold hands on breast",45
P,盟,"swear",45
P,砦,"stockade",45
P,总,"collect",45
P,三,"three",45
P,笼,"cage-like basket",45
P,棒,"stick",45
P,略,"approximately",44
P,岡,"ridge or crest of a mountain",44
P,瑟,"large stringed musical instrument",44
P,囊,"bag",44
P,泗,"mucous",44
P,旁,"side",44
P,冢,"burial mound",44
P,逢,"come upon",44
P,贺,"congratulate",43
P,午,"seventh earthly branch",43
P,祝,"pray for happiness or blessings",43
P,忠,"loyalty",43
P,历,"history",43
P,谭,"talk",43
P,对,"correct",43
P,咱,"we",43
P,渣,"refuse",43
P,淌,"trickle",43
P,汇,"a concourse",42
P,绕,"entwine",42
P,锦,"brocade",42
P,恒,"constant",42
P,功,"achievement",42
P,笋,"bamboo shoots",42
P,畬,"reclaimed field",42
P,峯,"peak",42
P,介,"forerunner",42
P,绍,"continue",41
P,过,"pass",41
P,书,"book",41
P,锡,"tin",41
P,宾,"guest",41
P,派,"school of thought",41
P,彩,"hue",41
P,目,"eye",41
P,位,"throne",41
P,带,"bring",41
P,端,"end",41
P,崁,"a place in Taiwan Tainan",41
P,華,"blossom",40
P,凯,"triumphant",40
P,典,"law",40
P,珍,"precious",40
P,弓,"bow",40
P,仪,"ceremony",40
P,钱,"money",40
P,芽,"bud",40
P,哩,"mile",40
P,先,"first",39
P,勐,"imperial degree",39
P,码,"number",39
P,姜,"ginger",39
P,宽,"wide",39
P,横,"across",39
P,砂,"pebbles",39
P,芝,"sesame",39
P,敢,"dare",39
P,耀,"shine",39
P,棵,"numerary adjunct for trees",39
P,由,"cause",39
P,阱,"pitfall",39
P,邊,"edge",39
P,季,"quarter of year",38
P,阴,"'female' principle",38
P,雨,"rain",38
P,宿,"stop",38
P,笔,"pen",38
P,简,"simple",38
P,桶,"bucket",38
P,焦,"burned",37
P,拥,"embrace",37
P,项,"neck",37
P,婆,"old woman",37
P,直,"straight",37
P,穴,"cave",37
P,袁,"robe",37
P,袍,"long gown",37
P,輋,"land near mountain",37
P,碓,"pestle",37
P,半,"incomplete",37
P,用,"with",37
P,倮,"bare",37
P,线,"line",37
P,拜,"bye",36
P,露,"dew",36
P,渎,"ditch",36
P,朴,"simple",36
P,办,"manage",36
P,象,"elephant",36
P,驼,"a camel",36
P,真,"real",36
P,鸦,"crow",36
P,睦,"friendly",36
P,螺,"spiral shell",36
P,细,"fine",36
P,浅,"shallow",36
P,省,"province",35
P,赞,"help",35
P,费,"expenses",35
P,庞,"disorderly",35
P,遜,"humble",35
P,封,"letter",35
P,豐,"luxuriant",35
P,羌,"Qiang nationality",35
P,错,"wrong",35
P,渚,"small sand bank",35
P,权,"power",35
P,鼻,"nose",35
P,往,"go",35
P,硐,"cave",35
P,邵,"various place names",35
P,秧,"rice seedlings",35
P,统,"govern",35
P,意,"thought",35
P,气,"gas",35
P,庭,"courtyard",34
P,滚,"turn",34
P,逊,"humble",34
P,兔,"rabbit",34
P,五,"five",34
P,言,"words",34
P,镜,"mirror",34
P,垡,"plow soil",34
P,占,"observe",34
P,阜,"mound",34
P,杏,"almond",34
P,运,"luck",34
P,刚,"hard",34
P,漈,"shore",34
P,沈,"sink",34
P,蒲,"type of rush",34
P,神,"god",34
P,四,"four",34
P,彦,"elegant",34
P,丫,"forked",34
P,鸭,"Anas species",34
P,机,"desk",34
P,怕,"fear",34
P,涯,"shore",33
P,妹,"younger sister",33
P,陽,"side",33
P,乙,"second",33
P,计,"plan",33
P,墟,"high mound",33
P,尹,"govern",33
P,尺,"Chinese measure approx. 'foot'",33
P,栋,"main beams supporting house",33
P,住,"reside",33
P,乾,"dry",33
P,稍,"little",33
P,增,"increase",33
P,叉,"crotch",33
P,咪,"sound of cat",33
P,夺,"take by force",33
P,丙,"red",33
P,修,"study",33
P,庫,"warehouse",32
P,營,"encampment",32
P,且,"moreover",32
P,闹,"quarrel",32
P,归,"return to",32
P,伟,"great",32
P,脉,"blood vessels",32
P,迷,"bewitch",32
P,客,"guest",32
P,隔,"separate",32
P,蓉,"hibiscus",32
P,严,"strict",32
P,早,"early",32
P,坜,"a hole",32
P,收,"gather together",32
P,叫,"call",32
P,养,"raise",32
P,汶,"a river in Shandong province",31
P,農,"cultivate",31
P,伙,"companion",31
P,响,"make sound",31
P,楚,"name of feudal state",31
P,小,"small",31
P,昆,"elder brother",31
P,惠,"favor",31
P,虹,"rainbow",31
P,柴,"firewood",31
P,品,"article",31
P,郡,"administrative division",31
P,从,"from",31
P,床,"bed",31
P,糯,"glutinous rice",31
P,垮,"be defeated",31
P,碉,"room made of stone",31
P,桩,"stake",31
P,累,"implicate",31
P,凱,"music of triumph",30
P,奴,"slave",30
P,买,"buy",30
P,魁,"chief",30
P,纪,"record",30
P,幕,"curtain",30
P,靖,"pacify",30
P,淮,"river in Anhui province",30
P,妥,"satisfactory",30
P,荆,"thorns",30
P,锣,"gong",30
P,六,"six",30
P,娄,"a constellation",30
P,皂,"soap",30
P,塄,"elevated bank in field",30
P,近,"near",30
P,助,"help",30
P,征,"invade",30
P,芫,"Daphne genkwa",30
P,點,"count",30
P,豪,"brave",29
P,盧,"rice bowl",29
P,約,"bundle up",29
P,汝,"you",29
P,充,"fill",29
P,秦,"feudal state of Qin",29
P,冠,"cap",29
P,顾,"look back",29
P,佑,"help",29
P,将,"will",29
P,起,"rise",29
P,九,"nine",29
P,溜,"slide",29
P,耕,"plow",29
P,忙,"busy",29
P,摆,"put",29
P,举,"lift",29
P,兵,"soldier",29
P,顷,"a moment",29
P,盂,"basin",29
P,呈,"submit",29
P,砬,"big stone",29
P,味,"taste",29
P,初,"beginning",29
P,晒,"dry in sun",29
P,圭,"jade pointed at top",28
P,素,"white",28
P,第,"sequence",28
P,舟,"boat",28
P,嘉,"excellent",28
P,冶,"smelt",28
P,垯,"a pimple",28
P,俭,"temperate",28
P,君,"sovereign",28
P,了,"finish",28
P,峙,"stand erect",28
P,便,"convenience",28
P,晚,"late",28
P,演,"perform",28
P,渊,"gulf",28
P,缸,"earthenware jug",28
P,延,"delay",28
P,烧,"burn",28
P,抗,"resist",28
P,向,"toward",28
P,屲,"",28
P,猛,"violent",28
P,策,"scheme",27
P,师,"teacher",27
P,灰,"ash",27
P,敖,"ramble",27
P,众,"multitude",27
P,沥,"trickle",27
P,雀,"sparrow",27
P,单,"single",27
P,招,"beckon",27
P,湳,"",27
P,均,"equal",27
P,垓,"border",27
P,故,"ancient",27
P,樹,"tree",27
P,峴,"steep hill",27
P,溫,"lukewarm",26
P,曾,"already",26
P,珀,"amber",26
P,旭,"rising sun",26
P,姓,"one's family name",26
P,拔,"uproot",26
P,厢,"side-room",26
P,崇,"esteem",26
P,卧,"lie down",26
P,凳,"bench",26
P,猫,"cat",26
P,拨,"move",26
P,吞,"absorb",26
P,盏,"small cup or container",26
P,芹,"celery",26
P,毕,"end",26
P,粮,"food",26
P,闷,"gloomy",26
P,晓,"dawn",26
P,聯,"connect",26
P,傑,"outstanding",26
P,时,"time",25
P,鲍,"dried fish",25
P,茹,"roots",25
P,隅,"corner",25
P,智,"wisdom",25
P,须,"must",25
P,炳,"bright",25
P,臺,"tower",25
P,饶,"bountiful",25
P,沽,"buy and sell",25
P,凉,"cool",25
P,胆,"gall bladder",25
P,岌,"perilous",25
P,付,"give",25
P,缺,"be short of",25
P,拢,"collect",25
P,妈,"mother",25
P,候,"expect",25
P,着,"make move",25
P,解,"loosen",24
P,蛇,"snake",24
P,资,"property",24
P,妙,"mysterious",24
P,晏,"peaceful",24
P,兆,"trillion",24
P,夹,"be wedged or inserted between",24
P,肥,"fat",24
P,迁,"move",24
P,深,"deep",24
P,宕,"stone quarry",24
P,傅,"tutor",24
P,聋,"deaf",24
P,挖,"dig",24
P,虾,"shrimp",24
P,壳,"shell",24
P,易,"change",24
P,读,"read",24
P,驮,"carry on back",24
P,零,"zero",24
P,崮,"a mesa",24
P,颜,"face",23
P,昔,"formerly",23
P,卿,"noble",23
P,榴,"pomegranate",23
P,少,"few",23
P,润,"soft",23
P,球,"ball",23
P,礁,"reef",23
P,堪,"adequately capable of",23
P,案,"table",23
P,休,"rest",23
P,绿,"green",23
P,龚,"give",23
P,崀,"place name in Hunan province",23
P,飞,"fly",23
P,戴,"wear on top",23
P,鸠,"pigeon",23
P,冒,"risk",23
P,沖,"pour water on",23
P,哄,"beguile",23
P,萬,"Original form of 蠆／虿 .",23
P,活,"live",22
P,舒,"open up",22
P,昭,"bright",22
P,楠,"name of tree",22
P,稿,"draft",22
P,罐,"jar",22
P,赤,"red",22
P,浮,"float",22
P,册,"book",22
P,汾,"river in Shanxi province",22
P,琅,"a variety of white carnelian",22
P,席,"seat",22
P,名,"name",22
P,坵,"earthenware",22
P,经,"classic works",22
P,八,"eight",22
P,宏,"wide",22
P,不,"not",22
P,棍,"stick",22
P,扁,"flat",22
P,稔,"ripe grain",22
P,骨,"skeleton",22
P,雁,"wild goose",22
P,完,"complete",22
P,椅,"chair",22
P,稠,"dense",22
P,瓮,"earthen jar",22
P,孝,"filial piety",22
P,埌,"waste",22
P,結,"tie",22
P,烏,"crow",21
P,欣,"happy",21
P,亥,"twelfth earthly branch",21
P,卷,"volume",21
P,坐,"sit",21
P,棋,"chess",21
P,录,"copy",21
P,苟,"careless",21
P,播,"sow",21
P,墨,"ink",21
P,逻,"patrol",21
P,巩,"bind",21
P,峧,"",21
P,域,"district",21
P,引,"pull",21
P,薛,"kind of marsh grass",21
P,障,"separate",21
P,埇,"name of bridge",21
P,榕,"banyan tree",21
P,箭,"arrow",21
P,杉,"various species of pine and fir",21
P,阔,"wide",21
P,脊,"spine",21
P,优,"superior",21
P,复,"repeat",21
P,到,"go to",21
P,淖,"slush",21
P,漯,"river in northern Shandong",21
P,铃,"bell",21
P,毫,"fine hair",21
P,碥,"steep",21
P,佃,"tenant farmer",21
P,僚,"companion",21
P,灌,"water",21
P,奶,"woman's breasts",21
P,爬,"climb",21
P,淤,"mud",21
P,散,"scatter",21
P,电,"electric",21
P,送,"dispatch",21
P,湴,"mud",21
P,巖,"cliff",21
P,卖,"sell",20
P,鄂,"Hubei province",20
P,呼,"breathe sigh",20
P,渔,"fish",20
P,簸,"winnower",20
P,浒,"riverbank",20
P,邢,"state in today's Hebei",20
P,备,"prepare",20
P,義,"right conduct",20
P,展,"open",20
P,暖,"warm",20
P,唇,"lip",20
P,扶,"support",20
P,仕,"official",20
P,锁,"lock",20
P,巨,"large",20
P,歹,"bad",20
P,漏,"leak",20
P,氹,"ditch",20
P,址,"site",20
P,室,"room",20
P,坌,"dust",20
P,吓,"scare",20
P,崔,"high",20
P,麟,"female of Chinese unicorn",20
P,耿,"bright",20
P,廊,"corridor",20
P,折,"break off",20
P,为,"do",20
P,蒿,"mugwort",20
P,來,"come",20
P,寒,"cold",20
P,犂,"plow",20
L,勒,"strangle",2872
L,玛,"agate",428
L,嘎,"sound of laughter",302
L,多,"many",297
L,布,"cloth",222
L,巴,"greatly desire",212
L,果,"fruit",196
L,村,"village",196
L,阿,"prefix for people's names",188
L,弄,"do",154
L,穷,"poor",153
L,园,"park",145
L,卡,"card",145
L,扎,"stab",133
L,沟,"ditch",133
L,拉,"pull",129
L,區,"area",127
L,达,"arrive at",126
L,马,"horse",120
L,坑,"pit",114
L,里,"inside",106
L,園,"garden",98
L,木,"tree",98
L,尔,"you",96
L,日,"day",92
L,来,"come",87
L,龙,"dragon",85
L,那,"that",80
L,克,"gram",80
L,波,"wave",79
L,岗,"post",78
L,热,"hot",75
L,雄,"male of species",73
L,区,"zone",72
L,山,"mountain",69
L,格,"pattern",66
L,东,"east",57
L,洞,"hole",56
L,塘,"pond",53
L,子,"offspring",53
L,岭,"mountain ridge",53
L,普,"universal",51
L,莱,"goosefoot",49
L,丁,"male adult",49
L,如,"if",47
L,钦,"respect",47
L,朵,"cluster of flowers",46
L,加,"add",45
L,湾,"a bay",45
L,桑,"mulberry tree",44
L,朗,"clear",44
L,沙,"sand",43
L,地,"earth",42
L,场,"open space",42
L,纳,"admit",41
L,德,"virtue",40
L,仁,"humaneness",40
L,坪,"level ground",40
L,乃,"then",39
L,青,"blue",39
L,萨,"Buddhist gods or immortals",38
L,则,"rule",38
L,若,"if",38
L,登,"rise",37
L,赖,"bad",36
L,贡,"offer tribute",35
L,骇,"terrify",35
L,古,"old",34
L,林,"forest",33
L,给,"give",33
L,查,"investigate",32
L,母,"female elders",32
L,隆,"prosperous",31
L,色,"color",30
L,松,"fir tree",29
L,当,"while",29
L,头,"head",29
L,孜,"be as diligent as possible",28
L,冬,"winter",28
L,莫,"do not",27
L,瓦,"tile",27
L,庄,"village",27
L,得,"obtain",27
L,打,"beat",27
L,呢,"interrogative or emphatic final",27
L,坡,"slope",26
L,觉,"wake up from sleep",26
L,顶,"top",26
L,黎,"numerous",26
L,西,"west",25
L,窝,"cave",25
L,尼,"Buddhist nun",24
L,通,"pass through",24
L,脚,"feet",24
L,宗,"lineage",23
L,吉,"lucky",23
L,可,"may",23
L,库,"armory",22
L,间,"interval",22
L,港,"port",21
L,久,"long time",21
L,口,"mouth",21
L,庆,"congratulate",21
L,曲,"crooked",21
L,夺,"take by force",21
L,淌,"trickle",21
L,戈,"halberd",21
L,儿,"son",21
L,列,"column",21
L,堆,"heap",20
L,荣,"glory",20
L,琼,"jade",20
L,让,"let",20
L,罗,"net for catching birds",20
L,特,"special",20
S,橋,"bridge",5871
S,場,"open space",2450
S,小,"small",1681
S,站,"stand",1615
S,场,"open space",1338
S,桥,"bridge",909
S,宮,"house",810
S,院,"courtyard",745
S,中,"central",672
S,学,"learning",579
S,寺,"court",456
S,墓,"grave",341
S,堂,"hall",325
S,學,"comprehend",323
S,厂,"factory",305
S,館,"accommodation",263
S,校,"school",235
S,馆,"public building",231
S,所,"place",228
S,堡,"fort",191
S,廟,"temple",187
S,塔,"tower",177
S,廠,"shack",167
S,心,"heart",152
S,会,"would",135
S,山,"mountain",134
S,连,"join",125
S,矿,"mine",121
S,殿,"palace",115
S,府,"prefecture",78
S,地,"earth",77
S,壩,"dam",77
S,园,"park",76
S,礦,"mineral deposit",76
S,園,"garden",67
S,城,"castle",60
S,宫,"palace",56
S,斯,"this",55
S,班,"class",55
S,店,"shop",53
S,工,"labor",53
S,局,"bureau",52
S,莊,"grassy",50
S,克,"gram",48
S,廈,"mansion",47
S,闸,"sluice",47
S,司,"take charge of",47
S,队,"team",45
S,台,"platform",43
S,商,"business",43
S,頭,"head",41
S,门,"door",38
S,業,"profession",37
S,碑,"stone tablet",35
S,祠,"ancestral temple",35
S,厦,"big building",33
S,廳,"hall",33
S,区,"zone",33
S,庙,"temple",32
S,庄,"village",31
S,道,"path",29
S,坝,"embankment",29
S,部,"tribe",28
S,專,"monopolize",27
S,樓,"building",26
S,卡,"card",24
S,子,"offspring",24
S,厅,"hall",23
S,尔,"you",23
S,拉,"pull",23
S,驛,"posthorse",22
S,港,"port",21
S,哨,"whistle",21
S,寮,"shanty",21
S,爾,"you",20
T,山,"mountain",5399
T,島,"island",972
T,岛,"island",855
T,拉,"pull",637
T,峰,"peak",556
T,脈,"blood vessels",202
T,岩,"cliff",201
T,洲,"continent",199
T,屿,"island",196
T,角,"horn",159
T,防,"defend",157
T,嶺,"mountain whose peak is accessible by road",144
T,岭,"mountain ridge",113
T,堤,"dike",106
T,峯,"peak",101
T,顶,"top",96
T,尖,"sharp",93
T,日,"day",92
T,嶼,"island",84
T,礁,"reef",74
T,咀,"suck",73
T,尕,"small",65
T,沟,"ditch",59
T,头,"head",55
T,玛,"agate",50
T,子,"offspring",49
T,口,"mouth",47
T,脉,"blood vessels",44
T,原,"source",42
T,排,"row",42
T,石,"stone",41
T,峴,"steep hill",39
T,岗,"post",34
T,頭,"head",33
T,鼻,"nose",33
T,仔,"small thing",30
T,尔,"you",28
T,尾,"tail",27
T,地,"earth",26
T,坑,"pit",26
T,頂,"top of the head",26
T,嘎,"sound of laughter",25
T,克,"gram",24
T,社,"god of the soil and altars to him",21
T,坂,"hillside",20
T,谷,"corn",20
H,库,"armory",3078
H,河,"river",1553
H,溪,"river",1355
H,湖,"lake",513
H,曲,"crooked",496
H,错,"wrong",306
H,港,"port",303
H,湾,"a bay",243
H,口,"mouth",176
H,灣,"bend in a river",165
H,布,"cloth",143
H,坑,"pit",141
H,江,"river",127
H,埤,"add",113
H,川,"river",108
H,礁,"reef",83
H,池,"pool",83
H,海,"sea",74
H,線,"thread",69
H,屿,"island",64
H,渠,"canal",63
H,水,"water",59
H,溝,"ditch",54
H,泉,"spring",51
H,圳,"furrow in field",50
H,泡,"bubbles",47
H,沟,"ditch",45
H,庫,"warehouse",42
H,玛,"agate",40
H,塘,"pond",39
H,道,"path",36
H,排,"row",34
H,子,"offspring",33
H,克,"gram",25
H,卡,"card",21
H,勒,"strangle",20
U,沙,"sand",47
U,礁,"reef",29
R,道,"path",386
R,路,"road",24
